gene_name	D30_M1234_CD4512_CX3CR6Neg_S31	D30_M1234_CD4512_Slamf6_S29	D30_M1234_CD451_CX3CR6Neg_S28	D30_M1234_CD451_Slamf6_S26	D30_M567_CD4512_CX3CR6Neg_S24	D30_M567_CD4512_Slamf6_S35	D30_M567_CD451_CX3CR6Neg_S34	D30_M567_CD451_Slamf6_S32
Ajuba	5	10	31	27	4	7	3	13
Ak2	1677	1704	1491	1036	1416	841	2079	1910
Ak3	821	589	586	737	596	119	372	1023
Ak6	1057	1254	1004	777	829	797	1104	1870
Ak7	10	25	12	18	0	2	0	16
Ak9	7	3	3	5	12	2	1	3
Akap1	0	27	0	0	0	0	1	8
Akap10	477	742	457	419	1280	434	265	606
Akap11	160	161	70	164	101	136	146	273
Akap12	661	226	562	342	2094	2	172	453
Akap13	6589	8510	7324	5424	11676	2865	4412	7777
Akap14	0	34	0	20	0	76	0	29
AKAP17A	8	9	16	4	0	6	8	2
Akap17b	26	120	202	35	0	53	73	81
Akap5	81	175	103	165	10	139	31	85
Akap6	19	27	36	30	31	22	10	21
Akap7	5	35	23	46	1	0	0	36
Akap8	2611	3963	2459	2934	6600	1570	616	4240
Akap8l	2036	3512	2760	2991	1118	1895	1614	4026
Akap9	895	1389	994	908	2766	553	1525	1491
Akip1	432	679	203	332	0	205	508	871
Akirin1	1984	1813	2487	1725	2155	1084	1460	2244
Akirin2	93	68	116	30	10	82	3	119
Akna	8665	8476	10274	6862	10553	2849	3506	7395
Aknad1	3	4	9	6	21	6	5	6
Akr1a1	2512	3262	2473	2032	5933	1535	3154	4145
Akr1b1	2334	4511	2694	3319	5093	1954	3587	4636
Akr1b10	514	594	692	438	0	249	912	767
Akr1b8	1	16	147	0	0	0	53	41
Akr1c12	32	0	1	0	0	0	0	20
Akr1c13	264	99	189	178	1281	35	264	199
Akr1c19	0	0	1	0	0	0	0	2
Akr1c21	2	2	0	0	0	0	0	0
Akr1cl	9	11	15	13	4	5	9	17
Akr1d1	12	25	16	32	26	16	21	24
Akr1e1	351	484	357	213	2	227	333	1239
Akr7a5	193	268	197	44	3	135	0	310
Akt1	477	508	621	378	0	201	288	720
Akt1s1	142	121	92	101	394	28	53	139
Akt2	1635	2277	1753	1459	46	754	579	2031
Akt3	192	254	256	134	667	32	63	120
Aktip	419	551	279	431	52	409	493	554
Alad	811	562	895	460	2082	307	516	1059
Alas1	190	242	437	255	0	318	287	382
Alas2	3	6	7	11	191	0	76	54
Albfm1	8	0	7	0	0	0	89	0
Alcam	47	103	18	35	0	44	138	214
Aldh16a1	245	333	226	254	137	177	64	400
Aldh18a1	1047	1182	790	646	5	803	233	1739
Aldh1a3	8	36	29	13	55	14	12	35
Aldh1b1	48	90	3	143	0	155	120	83
Aldh1l1	37	0	9	6	0	3	0	0
Aldh1l2	26	21	77	37	43	6	3	27
Aldh2	19	0	0	0	2115	228	0	0
Aldh3a2	888	974	964	635	2932	662	519	1379
Aldh3b3	2	1	0	0	0	2	3	0
Aldh4a1	327	695	281	203	0	125	72	401
Aldh5a1	0	68	9	14	1	0	1	42
Aldh6a1	206	109	182	185	1	69	11	399
Aldh7a1	114	447	238	81	0	23	130	306
Aldh8a1	6	43	5	3	2	10	7	35
Aldh9a1	646	1122	902	665	4491	412	771	1399
Aldoa	6458	9631	8019	4962	8269	4797	9004	10253
Aldoart1	0	1	1	1	1	0	1	2
Aldoart2	0	0	10	0	0	1	0	0
Aldoc	12	1	0	0	0	0	0	118
Alg1	847	722	989	351	1970	356	393	831
Alg10b	162	171	161	106	37	47	9	167
Alg11	601	571	388	608	35	425	228	726
Alg12	321	325	141	102	2	120	57	278
Alg13	247	90	116	34	5	135	113	195
Alg14	110	126	141	110	531	21	117	120
Alg2	178	234	207	204	376	155	89	249
Alg3	243	336	201	267	3	107	268	364
Alg5	1532	1743	1227	812	220	670	1908	2299
Alg6	133	188	133	149	999	106	45	199
Alg8	318	413	294	194	0	32	0	253
Alg9	42	206	131	191	9	140	28	114
Alkbh1	834	1046	1257	887	2910	716	434	1694
Alkbh2	198	362	234	152	1	118	246	456
Alkbh3	635	773	519	548	1	330	493	805
Alkbh4	873	1018	695	530	2067	344	1022	867
Alkbh5	3615	3235	2065	2987	5288	1656	2478	4170
Alkbh6	754	1150	593	1160	307	505	1158	1677
Alkbh7	125	246	247	252	424	111	246	334
Alkbh8	392	330	298	229	87	74	151	395
Alms1	113	47	209	68	28	4	27	32
Alox12	14	23	22	23	2288	89	4	43
Alox5ap	1	22	0	31	0	0	0	0
Alox8	25	54	18	222	0	8	225	70
Aloxe3	3	13	9	4	1	1	3	10
Alpk1	3	3	12	4	3	1	2	1
Alpk2	193	186	166	122	354	122	134	250
Alpk3	3	19	40	0	0	0	0	27
Alpl	0	9	0	0	0	65	0	14
Als2	464	147	656	208	8	145	35	341
Als2cl	564	613	599	328	6	164	346	588
Alx1	4	1	6	1	1	0	1	2
Alx4	11	6	8	3	7	0	7	5
Alyref	240	353	420	194	44	20	79	337
Alyref2	67	37	203	25	26	38	140	85
Amacr	0	98	61	76	0	131	48	52
Ambra1	488	620	234	647	945	195	124	602
Amd	0	8	0	0	0	1	1	93
Amd1	844	2458	686	1767	285	409	273	1076
Amd2	11	7	22	49	1	7	7	41
Amdhd1	27	21	6	30	0	2	8	4
Amdhd2	332	294	184	436	0	359	263	333
Amer1	79	157	169	140	9	175	238	99
Amer2	2	14	17	5	3	3	8	21
Amfr	1774	1526	1346	996	3449	1533	1229	1951
Amigo1	17	184	57	80	0	57	0	269
Amigo2	2	0	0	0	0	72	0	40
Amigo3	102	193	23	250	0	8	0	213
Ammecr1	11	42	20	57	1	72	15	64
Ammecr1l	527	524	428	495	515	272	97	555
Amn	7	28	4	0	0	0	0	0
Amn1	263	271	408	305	54	71	209	403
Amot	0	3	1	0	0	0	4	6
Amotl1	26	26	25	16	5	11	22	14
Amotl2	3	4	12	15	5	17	2	20
Ampd1	0	3	3	0	0	6	3	0
Ampd2	826	929	319	736	0	388	190	897
Ampd3	40	7	34	0	0	2	0	12
Amph	7	0	10	0	0	0	16	0
Amt	15	40	34	68	0	4	14	33
Amy1	1	5	0	2	0	4	0	25
Amy2a2	1	2	2	145	10	0	0	3
Amy2a3	1	2	2	145	10	0	0	3
Amy2a4	1	2	2	145	10	0	0	3
Amy2a5	0	7	3	126	3	5	0	8
Amz1	38	65	67	36	25	20	30	57
Amz2	191	354	122	66	0	69	123	435
Anapc1	664	1132	624	679	1114	633	273	1104
Anapc10	347	441	276	152	1352	194	584	550
Anapc11	460	559	483	279	511	314	383	654
Anapc13	284	332	232	293	454	190	340	368
Anapc15	270	267	199	96	1	135	115	236
Anapc16	506	535	668	313	1556	298	693	755
Anapc2	1690	2126	1345	1166	2055	594	593	2410
Anapc4	1112	1523	1377	658	2385	563	443	1857
Anapc5	1984	2517	1356	746	4004	940	718	2639
Anapc7	590	686	723	237	49	294	234	828
Ang	5	0	0	0	0	0	0	11
Angel1	209	285	195	137	660	26	16	327
Angel2	2180	2079	1992	964	4605	1301	1473	3389
Angpt1	5	8	8	5	10	0	0	6
Angpt2	53	32	3	9	14	1	1	67
Angpt4	0	1	0	13	0	0	0	0
Angptl1	1	22	0	0	8	1	19	14
Angptl2	5	4	146	89	0	0	0	8
Angptl4	68	63	111	199	14	42	13	246
Angptl6	7	81	0	33	0	0	0	45
Angptl7	2	12	4	7	3	2	8	12
Angptl8	0	0	12	6	0	0	0	0
Ank	734	492	438	215	272	145	167	679
Ank1	8	8	13	18	0	3	46	13
Ank2	18	15	17	13	36	9	3	16
Ank3	25	98	148	229	5	3	103	79
Ankef1	1	7	6	5	3	3	2	10
Ankfy1	1226	1642	1330	1187	27	948	364	1987
Ankhd1	817	667	375	408	93	342	218	973
Ankib1	485	619	358	361	28	323	367	731
Ankle1	118	18	11	16	1131	29	6	23
Ankle2	1002	679	679	348	0	727	244	760
Ankmy1	0	27	6	0	0	0	0	14
Ankmy2	474	767	406	839	28	415	547	985
Ankra2	397	577	268	275	2	304	236	602
Ankrd1	0	0	0	2	0	1	0	0
Ankrd10	2189	3113	2440	1456	4818	1348	2242	2820
Ankrd11	2970	3202	4079	1528	1709	635	1461	2442
Ankrd12	1606	1721	2532	1265	2674	774	1945	2361
Ankrd13a	519	585	307	252	955	208	118	819
Ankrd13b	0	1	0	13	0	0	0	14
Ankrd13c	732	968	569	387	1732	382	392	1182
Ankrd13d	29	169	139	172	0	63	37	220
Ankrd16	537	762	835	431	0	412	457	864
Ankrd17	1495	1933	1640	1232	609	832	1381	2048
Ankrd23	1059	1819	993	1144	42	697	952	1540
Ankrd24	8	17	39	6	1	4	3	25
Ankrd26	268	261	198	235	1	140	214	349
Ankrd27	1041	1499	844	1027	2324	837	439	1466
Ankrd28	193	276	75	239	0	229	32	147
Ankrd29	88	130	61	179	2	0	70	61
Ankrd34c	7	19	10	7	25	9	13	23
Ankrd35	0	58	0	77	0	0	0	0
Ankrd37	30	125	78	62	0	100	51	194
Ankrd39	740	658	457	578	1	556	491	1250
Ankrd40	362	245	275	218	1177	111	313	375
Ankrd40cl	11	1	0	10	0	0	0	10
Ankrd44	2990	2861	2386	1500	1649	1679	1220	1817
Ankrd46	702	887	1112	1029	2566	405	784	1431
Ankrd49	298	283	301	329	0	176	89	325
Ankrd50	241	123	221	0	0	61	131	110
Ankrd52	296	335	102	354	55	84	71	132
Ankrd53	3	8	0	0	0	0	0	4
Ankrd54	859	1305	954	788	4058	659	844	2049
Ankrd55	2	15	33	23	1	0	0	0
Ankrd6	12	3	26	5	8	7	3	7
Ankrd61	0	0	17	6	0	0	0	17
Ankrd7	5	5	0	0	0	2	0	0
Ankrd9	94	84	109	50	18	0	44	70
Anks1	137	290	245	130	407	67	126	281
Anks1b	0	0	4	1	0	0	0	0
Anks3	598	1102	839	490	1348	517	621	1681
Anks4b	8	17	2	11	19	1	12	2
Ankub1	19	11	12	7	4	6	9	14
Ankzf1	634	814	1078	623	312	547	153	942
Anln	78	59	32	28	20	14	66	67
Ano1	1	1	1	1	0	0	1	11
Ano10	382	365	123	252	42	229	235	757
Ano4	33	50	32	25	40	36	25	54
Ano6	2404	2885	1895	1508	3407	1228	764	2889
Ano8	19	18	33	31	7	57	34	25
Anp32a	165	205	108	86	490	102	448	273
Anp32b	1169	1374	630	761	893	1332	1917	1596
Anp32e	759	842	868	864	1000	381	238	971
Anpep	0	5	12	0	0	0	0	0
Antkmt	1218	1168	1079	657	1675	557	1897	1590
Antxr1	29	85	9	46	27	46	34	113
Antxr2	264	721	683	387	1383	129	66	825
Anxa1	136	160	1	92	0	48	0	98
Anxa11	140	151	141	84	320	36	78	214
Anxa2	4812	4654	2993	2316	14245	2322	4296	5402
Anxa3	0	0	55	0	0	0	1	0
Anxa4	370	122	124	43	453	116	77	277
Anxa5	1526	2703	1034	1233	990	1124	1277	2184
Anxa6	8085	13258	7530	8210	9501	5331	4676	12667
Anxa7	1551	1690	1303	1418	1258	834	964	1589
Anxa9	21	15	139	0	0	58	0	32
Aoah	0	5	1	0	1	33	1	2
Aoc2	28	64	58	89	285	64	5	70
Aoc3	2	2	0	2	0	2	0	0
Aopep	4044	1714	4056	1433	2298	949	6190	1710
Aox1	5	17	20	10	5	10	3	26
Aox3	7	15	8	9	12	7	3	21
Aox4	4	7	4	1	2	69	3	3
Ap1ar	394	278	377	245	656	307	214	676
Ap1b1	1202	2251	1526	1909	2688	1302	672	2452
Ap1g1	840	1099	812	706	1333	485	640	1019
Ap1g2	1006	1903	820	1366	2187	621	703	2667
Ap1m1	1546	2360	1037	1565	2837	871	965	2435
Ap1m2	2	28	5	56	0	0	20	68
Ap1s1	636	1095	674	650	2005	384	662	892
Ap1s2	362	513	288	467	3	63	354	445
Ap1s3	46	70	97	61	11	33	147	89
Ap2a1	190	268	138	33	571	33	151	167
Ap2a2	1063	847	1428	487	1284	362	527	1098
Ap2b1	646	745	644	389	465	407	318	1324
Ap2m1	5166	5326	4366	2965	6377	2798	4211	6715
Ap2s1	799	831	850	316	3058	314	1075	996
Ap3b1	2247	2092	2353	1772	1627	395	915	2491
Ap3b2	1	4	0	7	35	0	1	1
Ap3d1	1047	1450	1422	937	1373	551	730	1450
Ap3m1	698	632	277	237	1777	528	175	985
Ap3m2	474	784	399	326	0	195	276	674
Ap3s1	397	940	245	453	587	575	409	1396
Ap3s2	467	800	446	276	736	390	212	925
Ap4b1	525	725	160	702	1	246	523	756
Ap4e1	80	323	89	197	48	130	31	177
Ap4m1	127	231	116	211	29	50	11	104
Ap4s1	241	307	408	325	1	340	588	586
Ap5b1	386	76	436	0	0	27	257	137
Ap5m1	993	954	636	530	10	375	628	1151
Ap5s1	198	307	153	214	2015	87	104	424
Ap5z1	530	692	562	262	11	122	201	532
Apaf1	520	594	525	276	44	128	362	394
Apba2	0	2	2	0	1	0	0	0
Apba3	323	490	518	221	0	85	296	700
Apbb1	217	138	312	59	0	0	216	104
Apbb1ip	293	355	547	487	560	249	467	389
Apbb2	8	51	7	14	0	14	19	47
Apbb3	418	580	505	207	0	327	538	704
Apc	473	597	422	449	39	59	414	451
Apc2	14	1	8	1	0	49	21	4
Apcdd1	37	45	34	51	13	10	40	26
Apeh	2268	2123	2669	977	3312	866	2669	2539
Apex1	167	537	0	256	0	341	179	440
Apex2	367	401	585	355	0	66	256	469
Aph1a	176	195	503	303	21	229	486	247
Aph1b	27	0	152	6	0	45	0	49
Aph1c	27	34	18	71	17	26	44	61
Api5	2672	4287	3501	2395	2582	2080	717	3735
Apip	90	247	114	103	1	11	74	169
Aplf	100	84	63	48	1187	186	166	245
Aplp1	132	47	183	0	0	44	416	37
Aplp2	1487	558	1251	359	2425	172	804	573
Apmap	893	961	560	304	1283	630	929	1426
Apoa1	0	29	0	0	0	0	0	10
Apobec1	540	835	430	318	0	154	707	780
Apobec2	19	145	1	232	0	102	89	346
Apobec3	5818	8552	7830	5166	9328	3757	6094	11188
Apobr	112	75	18	32	0	60	82	64
Apoc4	73	92	82	42	94	20	39	70
Apod	1	6	14	8	2	3	9	3
Apoe	315	185	81	122	1085	483	0	212
Apof	7	19	16	5	9	4	9	9
Apoh	0	0	1	1	2	0	0	0
Apol10b	161	9	32	55	1213	1	93	10
Apol11b	19	30	0	64	0	0	0	0
Apol6	49	62	24	18	58	16	51	55
Apol7a	3	1	6	0	3	0	1	3
Apol7b	8	2	14	4	2	0	4	2
Apol7c	0	1	0	68	2522	0	162	1
Apol7e	4502	2496	6647	1921	3145	919	4969	3496
Apol8	54	66	2	134	0	24	0	62
Apol9a	41	65	0	2	0	0	0	2
Apol9b	41	0	0	0	0	0	0	15
Apold1	3	0	0	4	4	0	0	5
Apom	4	1	0	0	0	0	0	0
Apon	2	1	8	0	0	0	6	0
Apoo	137	139	59	29	713	39	265	76
Apool	267	391	182	303	13	66	169	426
App	76	103	83	52	46	22	57	100
Appbp2	606	609	800	760	1	486	788	851
Appl1	768	884	593	306	1357	242	266	929
Appl2	1287	319	1779	770	68	197	385	306
Aprt	780	979	599	690	1	180	859	1201
Aptx	446	432	601	411	1650	91	336	505
Aqp1	11	0	1	0	0	0	0	0
Aqp10	2	0	0	0	0	0	0	1
Aqp11	9	30	16	53	16	7	17	22
Aqp3	11	91	4	2	0	4	4	26
Aqp7	6	13	22	16	29	12	1	2
Aqp9	12	1	1	4	0	0	79	2
Aqr	1156	1116	1262	778	35	575	232	879
Ar	4	263	3	171	0	131	0	392
Araf	2102	3403	1986	1873	4491	1513	1843	3107
Arap1	699	1083	984	743	952	244	558	816
Arap2	1163	3314	1069	2177	141	1745	506	2796
Arap3	111	0	149	4	4	29	619	14
Arc	26	195	5	225	0	11	31	248
Arcn1	2661	2402	3457	2067	2458	1035	240	2987
Areg	16	31	60	151	0	0	13	0
Arel1	1119	757	1354	700	0	186	364	664
Arf1	4134	4334	3720	2829	3579	2116	5704	5093
Arf2	427	508	113	360	0	229	0	430
Arf3	1300	1866	1637	791	68	985	1233	2106
Arf4	2810	3497	2946	2363	3218	1329	3129	3337
Arf5	492	669	295	386	268	465	360	636
Arf6	468	522	485	293	139	455	683	526
Arfgap1	1338	1330	1105	985	1	497	1358	1809
Arfgap2	3026	3709	2587	2098	2658	1258	996	3532
Arfgap3	428	264	417	327	102	31	185	426
Arfgef1	787	954	768	989	374	474	327	1202
Arfgef2	499	328	351	271	91	169	225	528
Arfgef3	1	0	3	0	1	0	1	1
Arfip1	691	541	368	734	0	439	29	681
Arfip2	192	470	360	72	318	181	48	301
Arfrp1	2202	2834	2483	1699	1324	1172	1724	3451
Arg1	5	21	0	32	0	0	12	16
Arg2	9	16	8	12	0	9	0	19
Arglu1	4111	4520	3585	3116	6971	3019	4096	5610
Arhgap1	1372	1591	1162	1050	7	1178	813	2120
Arhgap10	279	186	221	141	2	40	147	146
Arhgap11a	210	126	184	45	1	106	72	59
Arhgap12	182	401	365	337	29	50	30	425
Arhgap15	1452	2202	1131	1696	838	1266	935	2041
Arhgap17	370	379	702	331	38	143	235	542
Arhgap18	420	508	525	344	2728	359	266	951
Arhgap19	97	39	5	6	2	3	46	25
Arhgap20	4	13	6	5	1	1	1	9
Arhgap21	0	51	0	1	1	0	0	91
Arhgap22	7	43	0	0	1345	0	0	33
Arhgap23	2	7	6	2	1	5	10	19
Arhgap24	3	0	15	3	502	29	8	4
Arhgap25	1382	2023	1509	1802	3315	1572	1136	2520
Arhgap26	1136	7648	605	3899	858	2486	195	7346
Arhgap27	783	1165	837	817	1437	468	805	1037
Arhgap30	4640	5163	4558	2893	4954	2018	1267	5435
Arhgap31	367	467	888	513	1251	135	369	600
Arhgap32	9	13	13	7	22	2	14	13
Arhgap33	4	6	14	0	355	0	0	2
Arhgap35	158	179	83	134	33	101	118	302
Arhgap39	330	336	206	244	48	287	525	390
Arhgap4	3422	3467	4540	2233	5493	1715	1090	3564
Arhgap42	38	36	58	32	0	15	36	18
Arhgap44	0	0	1	4	0	0	0	17
Arhgap45	11173	17350	13575	11584	12334	6391	6408	16148
Arhgap5	11	173	11	92	1	60	4	196
Arhgap6	13	16	9	5	10	2	6	15
Arhgap9	5701	5207	7381	4151	10377	2520	4882	6288
Arhgdia	6917	6809	6764	5317	7634	3406	6557	7783
Arhgdib	12702	19946	9834	11718	14753	9124	17229	22018
Arhgef1	9431	13510	6044	6883	10109	4354	2141	12035
Arhgef10	18	42	0	19	2	1	5	23
Arhgef12	54	20	38	63	215	92	5	85
Arhgef15	32	55	38	42	7	22	18	43
Arhgef16	0	26	0	0	0	0	193	0
Arhgef18	561	1571	662	844	490	507	109	1034
Arhgef2	1398	1539	867	1262	1900	646	721	1907
Arhgef26	11	89	24	9	7	44	0	52
Arhgef3	3226	5570	2508	3633	861	2084	590	5623
Arhgef33	0	1	0	0	0	0	0	6
Arhgef37	3	22	8	7	16	2	0	3
Arhgef39	66	20	4	45	0	0	0	32
Arhgef4	341	260	199	318	15	119	106	729
Arhgef40	58	122	118	82	129	53	79	109
Arhgef5	40	38	28	66	10	6	97	34
Arhgef6	2261	2056	1735	1888	787	1297	553	2301
Arhgef7	729	867	1002	557	12	303	530	1087
Arhgef9	0	63	2	8	53	0	0	93
Arid1a	2002	2543	2809	1695	3171	1034	2642	3206
Arid1b	652	831	537	472	1222	332	338	512
Arid2	666	979	947	421	229	228	169	584
Arid3a	32	13	92	32	57	47	51	17
Arid3b	554	337	381	96	277	379	75	136
Arid4a	798	1229	1219	962	2222	307	633	1086
Arid4b	1399	1537	1642	790	52	1049	1243	1882
Arid5a	1278	2068	889	1568	2699	688	815	2590
Arid5b	785	525	1368	395	2126	520	724	482
Arih1	553	958	514	942	437	417	518	552
Arih2	1935	2087	1733	2141	1620	769	989	2140
Ark2c	64	13	56	63	23	8	61	23
Ark2n	836	992	677	583	1731	886	838	1330
Arl1	1050	1413	1193	1072	4105	429	635	1414
Arl10	48	53	70	21	0	0	0	94
Arl11	14	3	3	0	0	0	0	0
Arl13b	129	227	222	173	0	84	60	159
Arl14ep	1128	1527	951	926	2811	848	957	2027
Arl14epl	0	1	1	7	1	0	0	1
Arl15	104	70	221	81	0	0	183	109
Arl16	438	367	477	376	448	197	658	398
Arl2	211	363	285	147	0	246	188	335
Arl2bp	388	349	268	123	1390	458	213	428
Arl3	271	519	356	379	446	381	374	835
Arl4a	633	737	571	392	406	297	645	836
Arl4c	244	501	351	517	836	203	176	825
Arl4d	28	217	1	86	0	35	1	81
Arl5a	352	240	416	3	1286	127	56	199
Arl5b	281	387	233	200	881	121	224	368
Arl5c	258	373	262	333	32	213	379	542
Arl6	46	12	79	78	0	39	0	62
Arl6ip1	15909	8767	14422	6184	18347	4743	9780	12416
Arl6ip4	746	553	560	640	568	374	625	950
Arl6ip5	1470	1486	1527	1422	777	664	1881	2061
Arl6ip6	109	386	226	116	1	231	120	494
Arl8a	68	77	53	39	166	21	89	16
Arl8b	981	1068	1369	678	0	463	452	971
Armc1	659	587	745	325	678	368	106	840
Armc10	684	1153	718	738	1	460	289	1000
Armc2	53	10	11	4	57	4	158	6
Armc3	229	239	234	67	0	73	235	351
Armc5	505	594	880	577	774	67	252	376
Armc6	97	25	58	96	1	4	160	96
Armc7	3771	3173	3606	1904	5339	1923	5109	4485
Armc8	938	1029	842	498	10	356	313	900
Armc9	40	237	66	132	3	123	32	266
Armcx2	123	397	238	266	0	152	0	289
Armcx3	160	122	406	361	0	216	153	268
Armcx4	8	0	161	0	0	49	0	49
Armcx5	316	393	253	302	0	16	104	176
Armcx6	0	22	2	59	0	0	0	35
Armcx7	0	0	0	0	0	0	0	1
Armh2	5	12	0	9	0	0	0	16
Armh3	190	328	236	91	52	92	92	289
Armh4	19	16	19	17	0	2	0	14
Armt1	225	444	330	265	44	319	78	680
Arnt	852	849	513	874	1374	338	333	727
Arnt2	69	23	9	9	0	0	0	2
Arpc1a	976	974	750	630	1205	579	449	1126
Arpc1b	13851	15734	11958	8164	19659	7086	13701	17487
Arpc2	7635	7733	5306	5210	6567	4186	5431	8864
Arpc3	928	972	1918	1327	973	281	935	959
Arpc4	3980	3484	4195	2213	3701	2284	4025	3938
Arpc5	9267	8110	8349	5299	9871	5187	7743	10820
Arpc5l	2139	2923	1716	1184	3063	1491	1879	4263
Arpin	0	2	0	1	17	0	0	0
Arpp19	1106	1034	1190	764	2244	625	1083	1787
Arpp21	3	25	20	6	0	2	4	8
Arrb1	231	114	274	150	68	16	231	246
Arrb2	518	452	536	598	520	255	622	763
Arrdc1	1478	2414	1578	1599	3138	1083	2856	2125
Arrdc2	272	331	269	168	288	52	107	369
Arrdc3	844	603	712	422	1734	1	45	340
Arrdc4	40	104	0	101	0	106	0	210
Arsa	234	216	386	343	0	90	35	281
Arsb	1713	524	1066	346	984	430	931	627
Arsg	0	18	5	0	0	10	2	52
Arsk	96	95	199	6	1	63	5	116
Art2a	129	71	207	50	158	8	337	57
Art2b	2317	1726	2676	1030	4952	737	2658	1711
Art3	0	555	3	851	0	209	0	968
Arv1	157	154	0	51	0	188	1	194
Arvcf	12	9	56	71	0	0	14	76
Arxes1	0	0	0	4	0	0	0	6
Arxes2	30	51	43	132	0	39	0	192
As3mt	73	194	1	91	0	129	75	183
Asah1	595	491	677	532	2	283	234	816
Asah2	4	19	23	4	1	1	0	55
Asap1	728	3959	559	2552	574	1462	194	4181
Asap2	149	27	174	6	452	10	36	43
Asap3	0	34	0	0	0	0	4	4
Asb1	197	228	258	113	31	70	9	245
Asb13	808	1443	985	860	58	686	296	1826
Asb14	18	2	0	13	0	0	0	0
Asb17	1	3	19	1	0	0	0	1
Asb18	17	20	23	12	0	4	2	19
Asb2	799	226	1596	96	0	159	416	767
Asb3	780	1010	531	813	923	436	948	1158
Asb5	6	0	0	6	0	1	0	2
Asb6	937	1001	636	495	2133	497	405	1048
Asb7	158	216	394	69	254	106	51	186
Asb8	486	803	380	205	1282	430	319	1190
Ascc1	268	566	210	261	0	143	543	687
Ascc2	720	1195	1266	402	1498	633	224	1073
Ascc3	588	678	565	674	284	403	383	585
Ascl3	9	0	22	0	0	0	0	0
Ascl4	10	0	0	12	2	4	43	15
Asdurf	0	0	0	2	0	0	5	0
Asf1a	296	567	127	309	564	345	166	658
Asf1b	764	493	578	12	2859	10	488	383
Ash1l	805	1168	974	910	1880	674	716	1509
Ash2l	514	679	285	546	53	859	591	888
Asic1	1	12	6	40	0	1	0	0
Asic2	0	1	0	1	0	2	0	0
Asic3	2	0	0	20	0	0	0	0
Asl	624	836	575	370	1354	223	1104	901
Asns	114	288	60	185	1097	170	1	253
Asnsd1	1030	1273	1208	1261	328	413	456	1402
Aspa	14	23	10	3	1	14	4	31
Asph	43	149	7	281	27	137	81	256
Asphd1	11	11	23	38	26	16	1	16
Asphd2	0	3	51	0	0	0	0	0
Aspm	95	34	35	31	16	0	0	27
Asprv1	0	11	0	1	893	0	0	0
Aspscr1	1651	1472	1126	1157	1142	786	1425	1793
Asrgl1	597	711	353	592	599	289	120	981
Ass1	189	313	68	6	1	55	96	173
Aste1	370	659	202	298	370	119	294	582
Astl	0	4	0	10	0	0	1	0
Astn1	2	2	2	2	0	0	0	0
Astn2	0	0	1	0	3	2	1	1
Asxl1	690	809	667	1069	0	378	324	1102
Asxl2	1287	1630	1625	1010	3221	737	902	1660
Asxl3	1	10	0	2	0	0	0	0
Atad1	1014	1354	991	646	797	912	95	1854
Atad2	796	773	1090	624	224	462	382	824
Atad2b	380	406	361	432	27	378	58	496
Atad3a	317	924	158	48	1342	556	1	755
Atad5	149	80	306	14	29	57	74	31
Atat1	276	127	158	138	498	71	43	271
Atcay	197	77	206	93	2	2	50	50
Ate1	765	717	474	383	38	518	288	942
Atf1	482	763	477	446	980	306	207	508
Atf2	706	1082	905	1053	155	534	157	1030
Atf3	0	209	0	139	0	33	0	3
Atf4	1922	3282	3111	2672	1792	608	1931	3070
Atf5	0	16	47	39	0	0	0	5
Atf6	320	260	598	351	3	290	18	300
Atf6b	587	612	746	463	977	353	143	755
Atf7	783	852	787	1022	18	155	397	801
Atf7ip	5823	6985	4909	4897	6123	3319	1379	7910
Atf7ip2	3	3	0	0	0	0	0	0
Atg10	159	233	109	319	0	202	170	373
Atg101	946	1148	776	750	1719	275	850	1087
Atg12	1009	1595	595	905	1465	1163	937	1596
Atg13	895	970	982	506	2455	320	104	859
Atg14	290	575	85	469	0	135	3	402
Atg16l1	1345	1366	753	572	82	576	476	1202
Atg16l2	1505	2205	1552	689	4654	837	962	1736
Atg2a	569	1025	544	862	1	178	476	665
Atg2b	493	509	791	337	92	148	477	778
Atg3	1577	1176	725	878	693	1032	1391	1829
Atg4a	456	328	667	197	807	172	312	527
Atg4b	1289	1248	1036	934	2152	579	854	1430
Atg4c	3	0	64	0	0	0	1	43
Atg4d	2032	3166	1165	1114	3354	1076	1462	2550
Atg5	943	740	784	468	3070	256	1099	913
Atg7	566	743	368	648	1329	355	47	1278
Atg9a	546	636	776	390	1077	78	642	478
Atic	58	76	104	104	10	50	57	130
Atl1	35	37	14	12	24	29	11	43
Atl2	625	481	529	451	166	455	62	563
Atl3	348	707	794	424	1173	189	119	433
Atm	281	428	199	199	124	193	0	562
Atmin	270	518	225	163	3	11	259	214
Atn1	51	109	118	41	280	97	4	161
Atosa	893	847	1063	633	7	260	302	880
Atosb	155	34	82	89	0	15	0	106
Atox1	724	621	784	330	615	249	1036	801
Atp10a	210	442	270	189	2757	167	70	374
Atp10b	15	16	81	3	0	3	39	22
Atp10d	488	714	772	511	1319	366	619	608
Atp11a	313	572	78	75	2	122	276	468
Atp11b	816	1454	1292	1241	211	445	180	1107
Atp11c	125	97	6	52	0	0	2	159
Atp13a1	2216	2465	2350	1129	2140	596	1131	2507
Atp13a2	132	300	81	260	323	107	165	481
Atp13a3	152	153	118	86	131	167	48	225
Atp1a1	424	526	57	260	1523	399	251	947
